,Tweet, No. Likes,Time,No. Retweets
106,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 15:32:20+00:00,105
107,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 15:29:56+00:00,105
108,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 15:28:55+00:00,105
109,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 15:24:56+00:00,105
110,@stcpay_ksa مع الاسف خدمة تافهه للغايه واللي يتعامل معهم اتفه منها البنوك موجودة وكل الخدمات فيه مادري ايش اللي حدني عليهم لا تطبيق ولا خدمة عملاء صاحيه اقول خصم مبلغ من حسابي ولا ظهر معي يقول المشكله في البنك يعني حنا معندنا مشكله 💔💔,0,2022-02-19 15:22:46+00:00,0
111,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 15:20:06+00:00,105
112,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 15:13:36+00:00,105
113,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 15:08:51+00:00,105
114,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 15:06:37+00:00,105
115,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 15:01:07+00:00,105
116,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 14:50:57+00:00,105
117,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 14:46:17+00:00,105
118,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 14:35:45+00:00,105
119,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 14:35:30+00:00,105
120,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 14:34:14+00:00,105
121,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 14:33:20+00:00,105
122,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 14:33:03+00:00,105
123,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 14:30:33+00:00,105
124,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 14:30:22+00:00,105
125,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 14:30:02+00:00,105
126,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 14:28:26+00:00,105
127,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 14:26:26+00:00,105
128,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 14:25:57+00:00,105
129,"RT @AZK_SA: بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعط…",0,2022-02-19 14:25:39+00:00,105
130,"بعد تعطل خدمة Stcpay لعدة أيام, تطبيق urpay التابع لمصرف الراجحي, يكثف حملاته التسويقة للتطبيق.

مصائب قوم عند قوم فوائد 😅

تعطل التطبيق لعدة أيام غريب صراحة من شركة رائدة. https://t.co/2AjDx5N5bN",404,2022-02-19 14:25:08+00:00,105
131,@sseahsea @stcpay_ksa انا كذلك حولت وانخصمت من حسابي البنكي ولا وصلت تطبيق محادثات خدمة عملاء ما احد يرد دحنا انزرفنا يا رجاله فيه ايه,0,2022-02-19 11:56:05+00:00,0
132,@stcpay_ksa نصيحة أتركوهم عنكم لعب بلعب خرابيط والي يحط عندهم هلله يبي يندم حواله لها 18 يوم الى الان ماوصلت وحواله داخليه تطبيق سيء جداً تراء اذ ضاع لك شي انسى يرجع لك مافيه أحد مافيه خدمة عملاء مافيه موظفين,0,2022-02-19 11:26:54+00:00,0
133,@stcpay_ksa انا اتكلم عن شيء حضرتها بنفسي في تطبيق اس تي سي باي لا يعلى عليه خدمات سريعه وموثوقه ودقه في الميعاد وبرضه خدمه يتجاوبوا مع العميل على طول يحلوا مشكله العميل شكرا اس تي سي باي نتمنى لكم التوفيق والنجاح وان شاء الله نراكم على ارض الواقع بانشاء اكبر بنك في الشرق الاوسط,0,2022-02-19 10:13:30+00:00,0
134,RT @Fa_hammadi: @stcpay_ksa رجعوا فلوسي اليوم تاسع يوم لا خدمة عملاء زي الناس و مصداقيه اسوء تطبيق صراحه و ان شاء الله بس ترجع الفلوس بحذف…,0,2022-02-19 08:47:25+00:00,6
135,@stcpay_ksa ممكن اعرف الى متى بيكون الوضع ذا😤😤😤😤عندنا اللتزامات وامور اذا هذي خدمه غير امنه واذا صيانة تطبيق تاخذ اكثر من يوم فهذي مصيبه🤨🤨🤨عطوني من الاخير متى بيشتفل التطبيق,0,2022-02-19 04:17:21+00:00,0
136,يجب تطبيق عقوبة رادعة لشركة STC Pay لانه يبدو لي انهم ليسوا في مستوى تقديم خدمة بطاقات ائتمانية #stcpay,0,2022-02-19 01:18:18+00:00,1
137,RT @Md4Rt: قدموا شكوى في ساما عشان تاخذون فلوسكم لأن خدمة العملاء من كثر ما هي سيئة مافي أي تطبيق ينافسها بالسوء، التطبيق متعطل صار له 5 أي…,0,2022-02-18 20:12:32+00:00,2
138,RT @JuiFPak: @stcpay_ksa لا حول ولا قوة الا بالله ، حسبنا الله و نعم الوكيل ، اسوء خدمة عملاء في المملكة ، من ثلثه ايام ما وصل فلوس و الحين…,0,2022-02-18 19:11:17+00:00,1
139,@stcpay_ksa لا حول ولا قوة الا بالله ، حسبنا الله و نعم الوكيل ، اسوء خدمة عملاء في المملكة ، من ثلثه ايام ما وصل فلوس و الحين تطبيق ما في شغال من صباح,0,2022-02-18 19:08:35+00:00,1
140,RT @Md4Rt: قدموا شكوى في ساما عشان تاخذون فلوسكم لأن خدمة العملاء من كثر ما هي سيئة مافي أي تطبيق ينافسها بالسوء، التطبيق متعطل صار له 5 أي…,0,2022-02-18 18:35:14+00:00,2
141,@stcpay_ksa اي خدمه توني مجرب للحين متعطل والله بس يشتغل ماتشوفون الا سحب فلوسي كلها وحذف تطبيق stc pay,0,2022-02-18 17:40:14+00:00,0
142,"قدموا شكوى في ساما عشان تاخذون فلوسكم لأن خدمة العملاء من كثر ما هي سيئة مافي أي تطبيق ينافسها بالسوء، التطبيق متعطل صار له 5 أيام والناس متعطلة 
@stcpay_ksa
#مقاطعة_STCPAY_الحراميه",1,2022-02-18 16:23:36+00:00,2
143,@stcpay_ksa خدمتكم سيئة تطبيق مو شغال رسائل وقت ما استخدم البطائق stc مو شغال ماخذين رسوم من عندنا حقة بطائق و مقابلها ما في اي خدمة مفرض كل واحد يشتكي على موسسة نقد .#stcpay @SAMAcares @SaudiBanks,0,2022-02-18 14:20:15+00:00,0
144,RT @Fa_hammadi: @stcpay_ksa رجعوا فلوسي اليوم تاسع يوم لا خدمة عملاء زي الناس و مصداقيه اسوء تطبيق صراحه و ان شاء الله بس ترجع الفلوس بحذف…,0,2022-02-18 12:03:45+00:00,6
145,RT @Fa_hammadi: @stcpay_ksa رجعوا فلوسي اليوم تاسع يوم لا خدمة عملاء زي الناس و مصداقيه اسوء تطبيق صراحه و ان شاء الله بس ترجع الفلوس بحذف…,0,2022-02-18 11:48:43+00:00,6
146,RT @Fa_hammadi: @stcpay_ksa رجعوا فلوسي اليوم تاسع يوم لا خدمة عملاء زي الناس و مصداقيه اسوء تطبيق صراحه و ان شاء الله بس ترجع الفلوس بحذف…,0,2022-02-18 11:11:40+00:00,6
147,RT @Fa_hammadi: @stcpay_ksa رجعوا فلوسي اليوم تاسع يوم لا خدمة عملاء زي الناس و مصداقيه اسوء تطبيق صراحه و ان شاء الله بس ترجع الفلوس بحذف…,0,2022-02-18 09:23:20+00:00,6
148,@stcpay_ksa رجعوا فلوسي اليوم تاسع يوم لا خدمة عملاء زي الناس و مصداقيه اسوء تطبيق صراحه و ان شاء الله بس ترجع الفلوس بحذف التطبيق النكبه 👌,30,2022-02-18 09:22:49+00:00,6
149,@stcpay_ksa والحل كيف تطبيق خدمه ماليه بالردائة ذي !!!,0,2022-02-18 08:38:30+00:00,0
150,@stcpay_ksa خدمة عملاء سيئة جدا جدا جدا جدا جدا تخصمت من محفظتي فلوس بسبب تحديثاتكم و ما احد يفيدني تطبيق فاشل,0,2022-02-17 14:56:12+00:00,0
151,@Tuchel0 @stcpay_ksa اسوأ تطبيق والله .. انا لي اسبوع اطارد وراهم .. بإذن الله بحذف التطبيق بس توصل الحوالة .. خدمة سيئة و استهتار,0,2022-02-17 13:29:04+00:00,0
152,@stcpay_ksa افشل تطبيق في التحويل الداخلي نصيحه لا احد يتعامل معاه ابدا فلوسي صار لها 4 ايام ما وصلت حسابي تم تحويلها من التطبيق  نتصل ع خدمه العملاء يوميا في جميع الاوقات لا يوجد رد كيف ارجع فلوسي الان ؟,0,2022-02-17 07:23:13+00:00,0
153,"@stcpay_ksa يعني تطبيق فقع صرله ٣ ايام
و خدمة عملاء زي الزفت لانهم ما بردوا اصلا 
وحتى مسج تطمين للعملاء ما في 
مالكم يا حبايبي ردوا علينا فهمونا شو قصتكم !!!!!",0,2022-02-16 21:03:12+00:00,0
154,RT @kuhail026: @stcpay_ksa @stc_ksa @stccare_ksa @stc @stccare_ksa @SAMA_GOV @SAMA_GOV @CITC_SA السلام عليكم ياشركة stcpay لاكثر من يومين ت…,0,2022-02-16 19:29:30+00:00,1
155,@stcpay_ksa @stc @stc_ksa @SAMA_GOV @MCgovSA تم ايداع مبلغ في محفظتي الالكترونية على تطبيق STC PAY و حتى الان لم يظهر في رصيدي و تم محاولة الاتصال مع خدمة العملاء بدون ايجاد حل من المندوب و حتى عن طريق المحادثة الفورية و ايضاً هنا.. الرجاء من الجهات الحكومية التصرف في الحل الفوري,0,2022-02-16 19:25:09+00:00,0
156,@stcpay_ksa @stc_ksa @stccare_ksa @stc @stccare_ksa @SAMA_GOV @SAMA_GOV @CITC_SA السلام عليكم ياشركة stcpay لاكثر من يومين تحويل مبلغ الى الحساب والله لو انكم تعدونها هلل كان امداكم تودعو المبلغ مو معقوله لاتردون ع خدمة العملاء لا تطبيق لا تويتر شكلكم اخذتو الفلوس والهروب,0,2022-02-16 19:02:42+00:00,1
